ID,Organização na busca,Areia(%),Argila(%),Silte(%),Pedregulho(%),IP,n (cm³/cm³),theta (cm³/cm³),psi (kPa)
28,112. loess Rio Vaal,35,8,57,0,,0.5,0.329,3.798
28,112. loess Rio Vaal,35,8,57,0,,0.5,0.376,2.938
28,112. loess Rio Vaal,35,8,57,0,,0.5,0.426,2.074
28,112. loess Rio Vaal,35,8,57,0,,0.5,0.471,1.61
28,112. loess Rio Vaal,35,8,57,0,,0.5,0.498,0.198
29,114. Morro dos Cabritos,63,9.5,27.5,0,,0.54,0.067,196.633
29,114. Morro dos Cabritos,63,9.5,27.5,0,,0.54,0.118,62.534
29,114. Morro dos Cabritos,63,9.5,27.5,0,,0.54,0.356,15.878
29,114. Morro dos Cabritos,63,9.5,27.5,0,,0.54,0.374,10.737
30,115. Piroclástico,45,9,41,5,,0.56,0.085,1001.54
30,115. Piroclástico,45,9,41,5,,0.56,0.098,351.886
30,115. Piroclástico,45,9,41,5,,0.56,0.104,299.606
30,115. Piroclástico,45,9,41,5,,0.56,0.111,397.129
30,115. Piroclástico,45,9,41,5,,0.56,0.122,151.217
30,115. Piroclástico,45,9,41,5,,0.56,0.131,197.776
30,115. Piroclástico,45,9,41,5,,0.56,0.141,125.372
30,115. Piroclástico,45,9,41,5,,0.56,0.154,99.833
30,115. Piroclástico,45,9,41,5,,0.56,0.157,75.329
30,115. Piroclástico,45,9,41,5,,0.56,0.165,88.498
30,115. Piroclástico,45,9,41,5,,0.56,0.17,125.436
30,115. Piroclástico,45,9,41,5,,0.56,0.172,208.833
30,115. Piroclástico,45,9,41,5,,0.56,0.183,61.63
30,115. Piroclástico,45,9,41,5,,0.56,0.189,208.899
30,115. Piroclástico,45,9,41,5,,0.56,0.191,74.372
30,115. Piroclástico,45,9,41,5,,0.56,0.194,37.527
30,115. Piroclástico,45,9,41,5,,0.56,0.209,38.044
30,115. Piroclástico,45,9,41,5,,0.56,0.226,17.248
30,115. Piroclástico,45,9,41,5,,0.56,0.241,17.722
30,115. Piroclástico,45,9,41,5,,0.56,0.244,21.383
30,115. Piroclástico,45,9,41,5,,0.56,0.25,30.31
30,115. Piroclástico,45,9,41,5,,0.56,0.252,38.074
30,115. Piroclástico,45,9,41,5,,0.56,0.261,25.126
30,115. Piroclástico,45,9,41,5,,0.56,0.307,19.23
30,115. Piroclástico,45,9,41,5,,0.56,0.313,12.861
30,115. Piroclástico,45,9,41,5,,0.56,0.326,38.125
30,115. Piroclástico,45,9,41,5,,0.56,0.374,12.202
30,115. Piroclástico,45,9,41,5,,0.56,0.4,17.773
30,115. Piroclástico,45,9,41,5,,0.56,0.463,17.793
30,115. Piroclástico,45,9,41,5,,0.56,0.607,5.056
30,115. Piroclástico,45,9,41,5,,0.56,0.622,5.057
31,"116. Ponta Grossa, horizonte B",,,,,21,0.5,0.05,13733.4
31,"116. Ponta Grossa, horizonte B",,,,,21,0.5,0.112,25216.2
31,"116. Ponta Grossa, horizonte B",,,,,21,0.5,0.128,12154.7
31,"116. Ponta Grossa, horizonte B",,,,,21,0.5,0.169,183.69
31,"116. Ponta Grossa, horizonte B",,,,,21,0.5,0.176,10051.8
31,"116. Ponta Grossa, horizonte B",,,,,21,0.5,0.184,2589.71
31,"116. Ponta Grossa, horizonte B",,,,,21,0.5,0.262,265.91
31,"116. Ponta Grossa, horizonte B",,,,,21,0.5,0.266,448.32
31,"116. Ponta Grossa, horizonte B",,,,,21,0.5,0.317,204.25
31,"116. Ponta Grossa, horizonte B",,,,,21,0.5,0.328,378.95
31,"116. Ponta Grossa, horizonte B",,,,,21,0.5,0.39,123.32
31,"116. Ponta Grossa, horizonte B",,,,,21,0.5,0.403,107.9
31,"117. Ponta Grossa, horizonte C",,,,,,0.51,0.027,5825.6
31,"117. Ponta Grossa, horizonte C",,,,,,0.51,0.033,2921.71
31,"117. Ponta Grossa, horizonte C",,,,,,0.51,0.1,839.561
31,"117. Ponta Grossa, horizonte C",,,,,,0.51,0.101,804.603
31,"117. Ponta Grossa, horizonte C",,,,,,0.51,0.139,133.475
31,"117. Ponta Grossa, horizonte C",,,,,,0.51,0.14,203.871
31,"117. Ponta Grossa, horizonte C",,,,,,0.51,0.15,33.417
31,"117. Ponta Grossa, horizonte C",,,,,,0.51,0.151,92.161
31,"117. Ponta Grossa, horizonte C",,,,,,0.51,0.296,18.297
31,"117. Ponta Grossa, horizonte C",,,,,,0.51,0.33,10.401
31,"117. Ponta Grossa, horizonte C",,,,,,0.51,0.389,14.06
32,118. Residual de granulito jovem da região metropolitana de Salvador,35,25,40,0,40,0.52,0.35,442.64
32,118. Residual de granulito jovem da região metropolitana de Salvador,35,25,40,0,40,0.52,0.366,203.66
32,118. Residual de granulito jovem da região metropolitana de Salvador,35,25,40,0,40,0.52,0.389,88.87
32,118. Residual de granulito jovem da região metropolitana de Salvador,35,25,40,0,40,0.52,0.397,34.37
32,118. Residual de granulito jovem da região metropolitana de Salvador,35,25,40,0,40,0.52,0.417,21.14
33,119. Residual de granulito jovem da região metropolitana de Salvador (AV GARIBALDI),35,25,40,0,40,0.52,0.297,395.634
33,119. Residual de granulito jovem da região metropolitana de Salvador (AV GARIBALDI),35,25,40,0,40,0.52,0.304,395.855
33,119. Residual de granulito jovem da região metropolitana de Salvador (AV GARIBALDI),35,25,40,0,40,0.52,0.306,293.395
33,119. Residual de granulito jovem da região metropolitana de Salvador (AV GARIBALDI),35,25,40,0,40,0.52,0.312,297.958
33,119. Residual de granulito jovem da região metropolitana de Salvador (AV GARIBALDI),35,25,40,0,40,0.52,0.332,179.125
33,119. Residual de granulito jovem da região metropolitana de Salvador (AV GARIBALDI),35,25,40,0,40,0.52,0.344,48.728
33,119. Residual de granulito jovem da região metropolitana de Salvador (AV GARIBALDI),35,25,40,0,40,0.52,0.358,48.78
33,119. Residual de granulito jovem da região metropolitana de Salvador (AV GARIBALDI),35,25,40,0,40,0.52,0.381,13.469
33,119. Residual de granulito jovem da região metropolitana de Salvador (AV GARIBALDI),35,25,40,0,40,0.52,0.394,6.279
33,119. Residual de granulito jovem da região metropolitana de Salvador (AV GARIBALDI),35,25,40,0,40,0.52,0.407,13.295
33,119. Residual de granulito jovem da região metropolitana de Salvador (AV GARIBALDI),35,25,40,0,40,0.52,0.42,6.197
34,121. Residual maduro de granulito da Região Metropolitana de Salvador (AV PARALELA),52,23,25,0,13,0.51,0.264,346.043
34,121. Residual maduro de granulito da Região Metropolitana de Salvador (AV PARALELA),52,23,25,0,13,0.51,0.29,189.785
34,121. Residual maduro de granulito da Região Metropolitana de Salvador (AV PARALELA),52,23,25,0,13,0.51,0.332,189.785
34,121. Residual maduro de granulito da Região Metropolitana de Salvador (AV PARALELA),52,23,25,0,13,0.51,0.373,57.085
34,121. Residual maduro de granulito da Região Metropolitana de Salvador (AV PARALELA),52,23,25,0,13,0.51,0.382,58.24
34,121. Residual maduro de granulito da Região Metropolitana de Salvador (AV PARALELA),52,23,25,0,13,0.51,0.428,22.726
34,121. Residual maduro de granulito da Região Metropolitana de Salvador (AV PARALELA),52,23,25,0,13,0.51,0.431,21.401
34,121. Residual maduro de granulito da Região Metropolitana de Salvador (AV PARALELA),52,23,25,0,13,0.51,0.448,21.834
35,122. Residual saprolítico de granulito da Região Metropolitana de Salvador (AV PARALELA),31,61,7,1,26,0.535,0.262,347.255
35,122. Residual saprolítico de granulito da Região Metropolitana de Salvador (AV PARALELA),31,61,7,1,26,0.535,0.272,196.431
35,122. Residual saprolítico de granulito da Região Metropolitana de Salvador (AV PARALELA),31,61,7,1,26,0.535,0.28,102.639
35,122. Residual saprolítico de granulito da Região Metropolitana de Salvador (AV PARALELA),31,61,7,1,26,0.535,0.283,102.659
35,122. Residual saprolítico de granulito da Região Metropolitana de Salvador (AV PARALELA),31,61,7,1,26,0.535,0.288,58.053
35,122. Residual saprolítico de granulito da Região Metropolitana de Salvador (AV PARALELA),31,61,7,1,26,0.535,0.299,22.453
